"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Seychelles","11","0","0","0","Clusters of cases","36"
"Mauritania","8","0","1","0","Sporadic cases","12"
"Territoriesii","","","","","",""
"Mayotte","1 095","34","12","0","Clusters of cases","0"
"Réunion","437","1","0","0","Clusters of cases","0"
"Americas","","","","","",""
"United States of America","1 322 054","23 767","79 634","982","Community transmission","0"
"Brazil","168 331","5 632","11 519","396","Community transmission","0"
"Canada","70 342","1 186","5 049","143","Community transmission","0"
"Peru","68 822","1 515","1 961","72","Community transmission","0"
"Mexico","36 327","1 305","3 573","108","Community transmission","0"
"Chile","31 721","1 658","335","12","Community transmission","0"
"Ecuador","30 419","910","2 327","182","Community transmission","0"
"Colombia","11 613","550","479","16","Community transmission","0"
"Dominican Republic","10 900","266","402","9","Community transmission","0"
"Panama","8 616","168","249","5","Community transmission","0"
"Argentina","6 278","244","317","12","Community transmission","0"
"Bolivia (Plurinational State of)","2 831","275","122","4","Clusters of cases","0"
"Honduras","2 100","128","116","8","Community transmission","0"
"Cuba","1 804","21","78","1","Clusters of cases","0"
"Guatemala","1 114","62","26","0","Clusters of cases","0"
"El Salvador","998","40","18","1","Clusters of cases","0"
"Costa Rica","801","9","7","1","Clusters of cases","0"
"Paraguay","737","13","10","0","Community transmission","0"
