"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Uruguay","711","4","19","0","Clusters of cases","0"
"Jamaica","505","3","9","0","Clusters of cases","0"
"Venezuela (Bolivarian Republic of)","422","8","10","0","Clusters of cases","0"
"Haiti","209","27","16","1","Clusters of cases","0"
"Trinidad and Tobago","116","0","8","0","Sporadic cases","15"
"Guyana","109","5","10","0","Clusters of cases","0"
"Bahamas","93","1","11","0","Clusters of cases","0"
"Barbados","84","0","7","0","Clusters of cases","2"
"Antigua and Barbuda","25","0","3","0","Clusters of cases","9"
"Grenada","21","0","0","0","Clusters of cases","9"
"Belize","18","0","2","0","Sporadic cases","28"
"Saint Lucia","18","0","0","0","Sporadic cases","8"
"Saint Vincent and the Grenadines","17","0","0","0","Sporadic cases","8"
"Dominica","16","0","0","0","Clusters of cases","32"
"Nicaragua","16","0","5","0","Pending","6"
"Saint Kitts and Nevis","15","0","0","0","Sporadic cases","22"
"Suriname","10","0","1","0","Sporadic cases","39"
"Territoriesii","","","","","",""
"Puerto Rico","2 299","43","114","1","Clusters of cases","0"
"Martinique","187","0","14","0","Clusters of cases","2"
"Guadeloupe","155","1","13","0","Clusters of cases","0"
"French Guiana","146","2","1","0","Clusters of cases","0"
"Bermuda","119","1","8","1","Clusters of cases","0"
"Aruba","101","0","3","0","Sporadic cases","7"
