"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Belarus","41 658","894","229","5","Community transmission","0"
"Sweden","37 113","637","4 395","45","Community transmission","0"
"Portugal","32 203","257","1 396","13","Community transmission","0"
"Switzerland","30 762","17","1 656","0","Community transmission","0"
"Ireland","24 929","53","1 651","6","Community transmission","0"
"Ukraine","23 672","468","708","12","Community transmission","0"
"Poland","23 571","416","1 061","10","Community transmission","0"
"Romania","19 133","151","1 253","13","Community transmission","0"
"Israel","17 012","203","284","3","Pending","0"
"Austria","16 638","44","668","0","Community transmission","0"
"Denmark","11 633","40","571","3","Community transmission","0"
"Serbia","11 381","27","242","0","Pending","0"
"Kazakhstan","10 858","476","38","1","Clusters of cases","0"
"Armenia","9 282","355","131","4","Community transmission","0"
"Czechia","9 230","34","319","0","Clusters of cases","0"
"Norway","8 411","0","236","0","Clusters of cases","1"
"Republic of Moldova","8 098","202","294","5","Community transmission","0"
"Finland","6 826","50","316","2","Pending","0"
"Azerbaijan","5 246","257","61","3","Clusters of cases","0"
"Luxembourg","4 016","4","110","0","Clusters of cases","0"
"Hungary","3 867","26","524","7","Community transmission","0"
"Tajikistan","3 807","121","47","0","Pending","0"
"Uzbekistan","3 554","41","14","0","Clusters of cases","0"
"Greece","2 915","6","175","0","Clusters of cases","0"
