"V1","V2","V3","V4","V5","V6","V7"
"Ireland","3235","325","71","17","Local transmission","0"
"Denmark","2860","283","90","13","Local transmission","0"
"Russian Federation","2337","500","17","8","Local transmission","0"
"Poland","2311","256","33","2","Local transmission","0"
"Romania","2245","293","69","25","Local transmission","0"
"Luxembourg","2178","190","23","1","Local transmission","0"
"Finland","1384","71","17","4","Local transmission","0"
"Greece","1314","102","49","6","Local transmission","0"
"Iceland","1135","49","2","0","Local transmission","0"
"Serbia","900","115","13","0","Local transmission","0"
"Croatia","867","77","6","0","Local transmission","0"
"Slovenia","814","51","13","2","Local transmission","0"
"Estonia","745","30","4","1","Local transmission","0"
"Ukraine","669","120","17","4","Local transmission","0"
"Lithuania","533","49","7","0","Local transmission","0"
"Armenia","532","50","3","0","Local transmission","0"
"Hungary","492","45","16","1","Local transmission","0"
"Bosnia andHerzegovina","413","54","12","3","Local transmission","0"
"Bulgaria","399","40","8","0","Local transmission","0"
"Latvia","398","22","0","0","Local transmission","0"
"Andorra","376","6","12","4","Local transmission","0"
"Slovakia","363","27","0","0","Local transmission","0"
"Republic of Moldova","353","55","3","1","Local transmission","0"
"Kazakhstan","348","36","2","1","Local transmission","0"
"North Macedonia","329","44","9","2","Local transmission","0"
"Azerbaijan","298","25","5","1","Local transmission","0"
"Cyprus","262","32","8","1","Local transmission","0"
"Albania","243","20","13","2","Local transmission","0"
"San Marino","236","6","26","1","Local transmission","0"
"Uzbekistan","173","24","2","0","Local transmission","0"
"Malta","167","11","0","0","Local transmission","0"
"Belarus","152","0","0","0","Local transmission","2"
"Georgia","115","12","0","0","Local transmission","0"
"Kyrgyzstan","111","4","0","0","Local transmission","0"
"Montenegro","105","14","2","1","Local transmission","0"
"Liechtenstein","68","4","0","0","Under investigation","0"
"Monaco","52","3","0","0","Local transmission","0"
"Holy See","6","0","0","0","Under investigation","2"
"","Territories**","","","","",""
"Faroe Islands","169","1","0","0","Local transmission","0"
"Kosovo[1]","112","6","1","0","Local transmission","0"
"Gibraltar","69","0","0","0","Local transmission","1"
"Jersey","63","0","2","0","Local transmission","2"
"Guernsey","60","15","1","1","Local transmission","0"
"Isle of Man","52","10","0","0","Local transmission","0"
"Greenland","10","0","0","0","Under investigation","3"
"","South-East Asia Region","","","","",""
"Thailand","1771","247","12","3","Local transmission","0"
"India","1636","565","38","9","Local transmission","0"
