"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Niger","1 036","1","67","0","Community transmission","0"
"Burkina Faso","901","0","53","0","Community transmission","2"
"Cabo Verde","890","27","8","0","Clusters of cases","0"
"Congo","883","0","27","0","Community transmission","6"
"Chad","858","0","74","0","Community transmission","2"
"Benin","765","115","13","2","Community transmission","0"
"Uganda","755","-  68","0","0","Sporadic cases","0"
"Mozambique","733","45","5","1","Clusters of cases","0"
"Malawi","730","0","11","0","Clusters of cases","1"
"Rwanda","728","26","2","0","Sporadic cases","0"
"Eswatini","635","8","5","0","Clusters of cases","0"
"Liberia","626","25","34","1","Community transmission","0"
"Togo","569","8","13","0","Community transmission","0"
"United Republic of Tanzania","509","0","21","0","Community transmission","45"
"Zimbabwe","489","10","6","2","Sporadic cases","0"
"Sao Tome and Principe","388","0","10","0","Clusters of cases","4"
"Mauritius","337","0","10","0","Clusters of cases","16"
"Comoros","247","0","5","0","Community transmission","1"
"Angola","176","4","9","1","Clusters of cases","0"
"Burundi","144","0","1","0","Clusters of cases","1"
"Eritrea","143","1","0","0","Sporadic cases","0"
"Botswana","89","0","1","0","Clusters of cases","2"
"Namibia","55","9","0","0","Sporadic cases","0"
