"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"Territory/Area","cases","new cases","","","classificationi","reported case"
"Africa","","","","","",""
"South Africa","10 652","637","206","12","Community transmission","0"
"Algeria","5 891","168","507","5","Community transmission","0"
"Ghana","4 700","437","22","0","Community transmission","0"
"Nigeria","4 641","242","150","7","Community transmission","0"
"Cameroon","2 579","0","114","0","Clusters of cases","1"
"Guinea","2 146","0","11","0","Community transmission","1"
"Senegal","1 886","177","19","0","Clusters of cases","0"
"Côte d’Ivoire","1 730","30","21","0","Clusters of cases","0"
"Democratic Republic of the","","","","","",""
"Congo","1 102","78","44","3","Clusters of cases","0"
"Niger","832","11","46","0","Clusters of cases","0"
"Gabon","802","141","9","1","Clusters of cases","0"
"Guinea-Bissau","761","119","3","0","Sporadic cases","0"
"Burkina Faso","760","9","50","1","Community transmission","0"
"Mali","712","8","39","1","Clusters of cases","0"
"Kenya","700","28","33","1","Clusters of cases","0"
"United Republic of Tanzania","509","0","21","0","Clusters of cases","4"
"Equatorial Guinea","439","0","4","0","Clusters of cases","6"
"Sierra Leone","338","31","19","1","Clusters of cases","0"
"Congo","333","46","11","1","Clusters of cases","0"
"Mauritius","332","0","10","0","Community transmission","15"
"Chad","322","0","31","0","Sporadic cases","2"
