"V1","V2","V3","V4","V5","V6","V7"
"Reporting Country/ Territory/Area","Total confirmed","Total confirmed","Total deaths","Total new deaths","Transmission","Days since last"
"","cases","new cases","","","classificationi","reported case"
"Isle of Man","336","0","24","0","Pending","32"
"Jersey","318","0","31","0","Community transmission","4"
"Guernsey","252","0","13","0","Community transmission","51"
"Faroe Islands","187","0","0","0","Pending","60"
"Gibraltar","176","0","0","0","Clusters of cases","14"
"Greenland","13","0","0","0","Pending","25"
"South-East Asia","","","","","",""
"India","440 215","14 933","14 011","312","Clusters of cases","0"
"Bangladesh","115 786","3 480","1 502","38","Community transmission","0"
"Indonesia","46 845","954","2 500","35","Community transmission","0"
"Nepal","9 561","535","23","0","Sporadic cases","0"
"Thailand","3 156","5","58","0","Clusters of cases","0"
"Maldives","2 217","14","8","0","Clusters of cases","0"
"Sri Lanka","1 951","1","11","0","Clusters of cases","0"
"Myanmar","291","1","6","0","Clusters of cases","0"
"Bhutan","69","1","0","0","Sporadic cases","0"
"Timor-Leste","24","0","0","0","Clusters of cases","60"
"Western Pacific","","","","","",""
"China","85 070","52","4 646","0","Clusters of cases","0"
"Singapore","42 313","218","26","0","Clusters of cases","0"
"Philippines","30 682","630","1 177","8","Community transmission","0"
"Japan","17 968","52","955","2","Clusters of cases","0"
"Republic of Korea","12 484","46","281","1","Clusters of cases","0"
